raceId,driverId,lap,position,time,milliseconds
999,840,22,14,1:20.779,80779
999,840,23,15,1:21.934,81934
999,840,24,16,1:21.860,81860
999,840,25,17,1:21.664,81664
999,840,26,17,1:21.779,81779
999,840,27,19,1:24.931,84931
999,840,28,19,1:34.608,94608
999,840,29,18,1:19.323,79323
999,840,30,17,1:21.271,81271
999,840,31,17,1:19.554,79554
999,840,32,17,1:19.155,79155
999,840,33,17,1:20.813,80813
999,840,34,17,1:18.987,78987
999,840,35,17,1:18.861,78861
999,840,36,17,1:18.891,78891
999,840,37,17,1:19.034,79034
999,840,38,17,1:18.968,78968
999,840,39,17,1:18.999,78999
999,840,40,17,1:18.967,78967
999,840,41,17,1:19.481,79481
999,840,42,17,1:19.452,79452
999,840,43,17,1:20.054,80054
999,840,44,15,1:20.675,80675
999,840,45,13,1:23.655,83655
999,840,46,13,1:20.683,80683
999,840,47,13,1:19.876,79876
999,840,48,13,1:23.691,83691
999,840,49,13,1:28.892,88892
999,840,50,15,1:43.645,103645
999,840,51,15,2:11.411,131411
999,840,52,13,1:56.449,116449
999,840,53,13,1:55.402,115402
999,843,1,17,1:32.273,92273
999,843,2,17,1:23.088,83088
999,843,3,17,1:21.717,81717
999,843,4,18,1:21.666,81666
999,843,5,18,1:21.409,81409
999,843,6,18,1:21.130,81130
999,843,7,18,1:20.968,80968
999,843,8,18,1:21.028,81028
999,843,9,18,1:21.061,81061
999,843,10,18,1:20.796,80796
999,843,11,18,1:20.563,80563
999,843,12,18,1:20.667,80667
999,843,13,18,1:20.458,80458
999,843,14,18,1:20.416,80416
999,843,15,18,1:21.228,81228
999,843,16,18,1:21.280,81280
999,843,17,18,1:20.905,80905
999,843,18,18,1:20.569,80569
999,843,19,18,1:20.747,80747
999,843,20,18,1:21.185,81185
999,843,21,16,1:20.377,80377
999,843,22,17,1:22.489,82489
999,843,23,17,1:21.144,81144
999,843,24,18,1:21.806,81806
999,843,25,18,1:20.751,80751
999,843,26,16,1:20.053,80053
999,843,27,16,1:20.789,80789
999,843,28,16,1:24.204,84204
999,843,29,17,1:33.781,93781
999,843,30,16,1:19.284,79284
999,843,31,16,1:20.841,80841
999,843,32,16,1:19.055,79055
999,843,33,16,1:19.407,79407
999,843,34,16,1:20.543,80543
999,843,35,16,1:18.804,78804
999,843,36,16,1:18.563,78563
999,843,37,16,1:18.889,78889
999,843,38,16,1:18.875,78875
999,843,39,16,1:19.111,79111
999,843,40,16,1:19.055,79055
999,843,41,16,1:19.126,79126
999,843,42,16,1:20.284,80284
999,843,43,15,1:20.244,80244
999,843,44,14,1:21.509,81509
999,843,45,14,1:25.325,85325
999,843,46,14,1:20.840,80840
999,843,47,14,1:21.105,81105
999,843,48,14,1:22.455,82455
999,843,49,14,1:28.397,88397
999,843,50,13,1:36.090,96090
999,843,51,13,1:50.801,110801
999,843,52,12,2:02.783,122783
999,843,53,12,1:47.237,107237
999,843,54,12,1:41.860,101860
999,843,55,10,1:27.263,87263
999,843,56,9,1:25.051,85051
999,843,57,9,1:36.392,96392
999,843,58,9,1:20.059,80059
999,843,59,9,1:18.682,78682
999,843,60,9,1:18.363,78363
999,843,61,9,1:18.258,78258
999,843,62,10,1:19.683,79683
999,843,63,11,1:19.160,79160
999,843,64,11,1:18.254,78254
999,843,65,11,1:17.897,77897
999,843,66,11,1:17.681,77681
999,843,67,11,1:18.268,78268
999,842,1,18,1:32.663,92663
999,842,2,18,1:23.165,83165
999,842,3,20,1:23.420,83420
999,842,4,20,1:21.012,81012
999,842,5,20,1:21.399,81399
999,842,6,20,1:21.024,81024
999,842,7,20,1:21.166,81166
999,842,8,20,1:21.169,81169
999,842,9,20,1:21.188,81188
999,842,10,20,1:20.932,80932
999,842,11,20,1:21.001,81001
999,842,12,20,1:20.466,80466
999,842,13,20,1:20.781,80781
999,842,14,20,1:20.889,80889
999,842,15,20,1:21.531,81531
999,842,16,20,1:21.516,81516
999,842,17,19,1:20.614,80614
999,842,18,19,1:20.159,80159
999,842,19,19,1:20.528,80528
999,842,20,19,1:20.581,80581
999,842,21,18,1:20.735,80735
999,842,22,18,1:21.539,81539
999,842,23,19,1:21.191,81191
999,842,24,19,1:21.125,81125
999,842,25,19,1:20.797,80797
999,842,26,18,1:20.896,80896
999,842,27,17,1:21.653,81653
999,842,28,14,1:20.193,80193
999,842,29,14,1:19.176,79176
999,842,30,14,1:19.736,79736
999,842,31,14,1:19.485,79485
999,842,32,13,1:19.189,79189
999,842,33,13,1:19.417,79417
999,842,34,13,1:19.439,79439
999,842,35,13,1:22.126,82126
999,842,36,13,1:19.956,79956
999,842,37,13,1:20.851,80851
999,842,38,13,1:20.720,80720
999,842,39,12,1:19.963,79963
999,842,40,13,1:21.802,81802
999,842,41,14,1:21.329,81329
999,842,42,15,1:20.870,80870
999,842,43,16,1:24.298,84298
999,842,44,18,1:44.174,104174
999,842,45,18,1:34.544,94544
999,842,46,19,1:47.804,107804
999,842,47,19,1:39.221,99221
999,842,48,19,1:26.673,86673
999,842,49,19,1:35.164,95164
999,842,50,19,1:49.341,109341
999,842,51,19,1:59.833,119833
999,842,52,17,1:51.354,111354
999,842,53,17,1:46.687,106687
999,842,54,16,1:29.133,89133
999,842,55,16,1:25.168,85168
999,842,56,16,1:36.432,96432
999,842,57,15,1:24.184,84184
999,842,58,15,1:20.669,80669
999,842,59,15,1:18.584,78584
999,842,60,15,1:18.336,78336
999,842,61,15,1:18.121,78121
999,842,62,15,1:18.770,78770
999,842,63,15,1:18.256,78256
999,842,64,15,1:18.148,78148
999,842,65,14,1:18.442,78442
999,842,66,14,1:17.762,77762
999,817,1,19,1:32.855,92855
999,817,2,19,1:23.040,83040
999,817,3,18,1:21.676,81676
999,817,4,17,1:20.316,80316
999,817,5,16,1:19.580,79580
999,817,6,15,1:18.983,78983
999,817,7,15,1:19.887,79887
999,817,8,15,1:20.830,80830
999,817,9,14,1:20.174,80174
999,817,10,13,1:19.885,79885
999,817,11,13,1:20.330,80330
999,817,12,13,1:19.965,79965
999,817,13,13,1:20.553,80553
999,817,14,13,1:20.590,80590
999,817,15,13,1:21.218,81218
999,817,16,13,1:20.126,80126
999,817,17,12,1:19.336,79336
999,817,18,12,1:19.777,79777
999,817,19,10,1:19.475,79475
999,817,20,9,1:19.214,79214
999,817,21,7,1:18.741,78741
999,817,22,7,1:18.262,78262
999,817,23,6,1:18.448,78448
999,817,24,6,1:18.520,78520
999,817,25,6,1:18.285,78285
999,817,26,6,1:18.373,78373
999,817,27,6,1:18.420,78420
999,838,1,20,1:33.351,93351
999,838,2,20,1:23.372,83372
999,838,3,19,1:21.445,81445
999,838,4,19,1:21.158,81158
999,838,5,19,1:21.546,81546
999,838,6,19,1:21.124,81124
999,838,7,19,1:21.097,81097
999,838,8,19,1:21.047,81047
999,838,9,19,1:21.073,81073
999,838,10,19,1:20.982,80982
999,838,11,19,1:20.900,80900
999,838,12,19,1:20.526,80526
999,838,13,19,1:20.705,80705
999,838,14,19,1:21.045,81045
999,838,15,19,1:21.454,81454
999,838,16,19,1:21.688,81688
999,838,17,20,1:22.655,82655
999,838,18,20,1:21.264,81264
999,838,19,20,1:20.855,80855
999,838,20,20,1:20.748,80748
999,838,21,20,1:21.243,81243
999,838,22,20,1:20.767,80767
999,838,23,20,1:20.806,80806
999,838,24,20,1:21.034,81034
999,838,25,20,1:20.594,80594
999,838,26,19,1:20.707,80707
999,838,27,18,1:21.254,81254
999,838,28,17,1:20.955,80955
999,838,29,16,1:23.665,83665
999,838,30,19,1:34.565,94565
999,838,31,19,1:19.040,79040
999,838,32,19,1:20.840,80840
999,838,33,19,1:21.580,81580
999,838,34,19,1:47.669,107669
999,838,35,19,1:19.585,79585
999,838,36,19,1:19.297,79297
999,838,37,19,1:19.008,79008
999,838,38,19,1:18.921,78921
999,838,39,19,1:19.103,79103
999,838,40,19,1:18.726,78726
999,838,41,19,1:19.440,79440
999,838,42,19,1:19.058,79058
999,838,43,19,1:19.792,79792
999,838,44,19,1:22.434,82434
999,838,45,19,1:22.460,82460
999,838,46,18,1:20.790,80790
999,838,47,16,1:22.186,82186
999,838,48,16,1:23.361,83361
999,838,49,16,1:31.849,91849
999,838,50,16,1:38.465,98465
999,838,51,16,2:01.907,121907
999,838,52,14,1:59.884,119884
999,838,53,14,1:45.774,105774
999,838,54,13,1:24.583,84583
999,838,55,13,1:32.315,92315
999,838,56,13,1:23.211,83211
999,838,57,13,1:19.430,79430
999,838,58,13,1:18.806,78806
999,838,59,13,1:18.419,78419
999,838,60,13,1:18.933,78933
999,838,61,13,1:18.352,78352
999,838,62,13,1:18.332,78332
999,838,63,13,1:18.178,78178
999,838,64,13,1:17.765,77765
999,838,65,13,1:18.009,78009
999,838,66,13,1:17.798,77798
999,838,67,13,1:17.537,77537
1000,1,1,1,1:26.705,86705
1000,1,2,1,1:23.184,83184
1000,1,3,1,1:22.893,82893
1000,1,4,1,1:22.951,82951
1000,1,5,1,1:23.643,83643
1000,1,6,1,1:27.374,87374
1000,1,7,1,1:36.189,96189
1000,1,8,1,1:23.317,83317
1000,1,9,1,1:23.567,83567
1000,1,10,1,1:23.264,83264
1000,1,11,1,1:23.066,83066
1000,1,12,1,1:23.291,83291
1000,1,13,1,1:23.056,83056
1000,1,14,1,1:22.783,82783
1000,1,15,1,1:22.539,82539
1000,1,16,1,1:22.402,82402
1000,1,17,1,1:22.461,82461
1000,1,18,1,1:22.423,82423
1000,1,19,1,1:22.317,82317
1000,1,20,1,1:22.600,82600
1000,1,21,1,1:22.700,82700
1000,1,22,1,1:23.760,83760
1000,1,23,1,1:22.851,82851
1000,1,24,1,1:23.634,83634
1000,1,25,1,1:25.095,85095
1000,1,26,2,1:40.241,100241
1000,1,27,2,1:21.968,81968
1000,1,28,2,1:22.965,82965
1000,1,29,2,1:22.887,82887
1000,1,30,2,1:23.702,83702
1000,1,31,2,1:22.798,82798
1000,1,32,2,1:22.920,82920
1000,1,33,2,1:22.377,82377
1000,1,34,2,1:22.343,82343
1000,1,35,2,1:22.712,82712
1000,1,36,2,1:22.373,82373
1000,1,37,2,1:22.499,82499
1000,1,38,2,1:23.301,83301
1000,1,39,2,1:23.111,83111
1000,1,40,1,1:23.679,83679
1000,1,41,1,1:22.672,82672
1000,1,42,1,1:22.728,82728
1000,1,43,1,1:22.486,82486
1000,1,44,1,1:22.412,82412
1000,1,45,1,1:21.808,81808
1000,1,46,1,1:21.536,81536
1000,1,47,1,1:21.781,81781
1000,1,48,1,1:21.794,81794
1000,1,49,1,1:21.936,81936
1000,1,50,1,1:22.201,82201
1000,1,51,1,1:30.824,90824
1000,1,52,1,1:36.702,96702
1000,1,53,1,1:21.190,81190
1000,1,54,1,1:21.270,81270
1000,1,55,1,1:21.383,81383
1000,1,56,1,1:21.918,81918
1000,1,57,1,1:22.105,82105
1000,1,58,1,1:21.269,81269
1000,1,59,1,1:21.271,81271
1000,1,60,1,1:21.642,81642
1000,1,61,1,1:21.511,81511
1000,1,62,1,1:21.493,81493
1000,1,63,1,1:21.107,81107
1000,1,64,1,1:21.417,81417
1000,1,65,1,1:21.736,81736
1000,1,66,1,1:21.617,81617
1000,1,67,1,1:22.286,82286
1000,1,68,1,1:22.444,82444
1000,1,69,1,1:21.857,81857
1000,1,70,1,1:22.090,82090
1000,822,1,2,1:27.778,87778
1000,822,2,2,1:23.788,83788
1000,822,3,2,1:23.455,83455
1000,822,4,2,1:23.869,83869
1000,822,5,2,1:24.080,84080
1000,822,6,2,1:28.724,88724
1000,822,7,2,1:35.017,95017
1000,822,8,2,1:23.593,83593
1000,822,9,2,1:23.456,83456
1000,822,10,2,1:23.855,83855
1000,822,11,2,1:23.641,83641
1000,822,12,2,1:23.666,83666
1000,822,13,2,1:23.149,83149
1000,822,14,2,1:23.725,83725
1000,822,15,2,1:24.666,84666
1000,822,16,4,1:39.520,99520
1000,822,17,4,1:22.684,82684
1000,822,18,3,1:22.142,82142
1000,822,19,3,1:22.758,82758
1000,822,20,3,1:23.172,83172
1000,822,21,3,1:23.376,83376
1000,822,22,3,1:23.336,83336
1000,822,23,3,1:23.599,83599
1000,822,24,3,1:23.155,83155
1000,822,25,3,1:23.041,83041
1000,822,26,3,1:22.997,82997
1000,822,27,3,1:22.809,82809
1000,822,28,3,1:23.073,83073
1000,822,29,3,1:23.095,83095
1000,822,30,3,1:23.292,83292
1000,822,31,3,1:23.971,83971
1000,822,32,3,1:23.730,83730
1000,822,33,3,1:23.160,83160
1000,822,34,3,1:23.116,83116
1000,822,35,3,1:22.901,82901
1000,822,36,3,1:22.602,82602
1000,822,37,3,1:22.468,82468
1000,822,38,3,1:21.842,81842
1000,822,39,3,1:21.736,81736
1000,822,40,2,1:22.201,82201
1000,822,41,2,1:22.128,82128
1000,822,42,2,1:22.574,82574
1000,822,43,2,1:22.866,82866
1000,822,44,2,1:22.402,82402
1000,822,45,2,1:22.610,82610
1000,822,46,2,1:23.173,83173
1000,822,47,2,1:22.083,82083
1000,822,48,2,1:21.985,81985
1000,822,49,2,1:22.579,82579
1000,822,50,2,1:23.371,83371
1000,822,51,2,1:34.911,94911
1000,822,52,2,1:32.179,92179
1000,822,53,2,1:22.206,82206
1000,822,54,2,1:21.866,81866
1000,822,55,2,1:22.583,82583
1000,822,56,2,1:21.983,81983
1000,822,57,2,1:22.163,82163
1000,822,58,2,1:22.569,82569
1000,822,59,2,1:22.186,82186
1000,822,60,2,1:22.155,82155
1000,822,61,2,1:22.574,82574
1000,822,62,2,1:22.791,82791
1000,822,63,2,1:22.750,82750
1000,822,64,2,1:23.045,83045
1000,822,65,4,1:28.397,88397
1000,822,66,4,1:24.769,84769
1000,822,67,4,1:24.985,84985
1000,822,68,4,1:26.408,86408
1000,822,69,4,1:26.592,86592
1000,822,70,5,1:27.306,87306
1000,20,1,3,1:28.777,88777
1000,20,2,3,1:24.222,84222
1000,20,3,3,1:23.482,83482
1000,20,4,3,1:23.879,83879
1000,20,5,3,1:24.041,84041
1000,20,6,3,1:29.405,89405
1000,20,7,3,1:34.466,94466
1000,20,8,3,1:23.718,83718
1000,20,9,3,1:24.050,84050
1000,20,10,3,1:23.470,83470
1000,20,11,3,1:23.751,83751
1000,20,12,3,1:23.452,83452
1000,20,13,3,1:23.310,83310
1000,20,14,3,1:23.365,83365
1000,20,15,3,1:23.096,83096
1000,20,16,2,1:22.538,82538
1000,20,17,2,1:22.445,82445
1000,20,18,2,1:22.443,82443
1000,20,19,2,1:22.283,82283
1000,20,20,2,1:22.279,82279
1000,20,21,2,1:22.279,82279
1000,20,22,2,1:22.276,82276
1000,20,23,2,1:23.622,83622
1000,20,24,2,1:23.027,83027
1000,20,25,2,1:22.968,82968
1000,20,26,1,1:22.559,82559
1000,20,27,1,1:22.470,82470
1000,20,28,1,1:22.660,82660
1000,20,29,1,1:22.610,82610
1000,20,30,1,1:22.527,82527
1000,20,31,1,1:22.712,82712
1000,20,32,1,1:23.192,83192
1000,20,33,1,1:23.039,83039
1000,20,34,1,1:22.794,82794
1000,20,35,1,1:23.662,83662
1000,20,36,1,1:24.217,84217
1000,20,37,1,1:23.545,83545
1000,20,38,1,1:22.962,82962
1000,20,39,1,1:24.853,84853
1000,20,40,3,1:40.573,100573
1000,20,41,3,1:22.359,82359
1000,20,42,3,1:22.536,82536
1000,20,43,3,1:22.789,82789
1000,20,44,3,1:23.104,83104
1000,20,45,3,1:22.870,82870
1000,20,46,3,1:23.428,83428
1000,20,47,3,1:22.747,82747
1000,20,48,3,1:22.015,82015
1000,20,49,3,1:21.904,81904
1000,20,50,3,1:22.438,82438
1000,20,51,3,1:35.424,95424
1000,20,52,3,1:32.286,92286
1000,20,53,3,1:21.398,81398
1000,20,54,3,1:21.767,81767
1000,20,55,3,1:22.340,82340
1000,20,56,3,1:22.247,82247
1000,20,57,3,1:22.096,82096
1000,20,58,3,1:22.482,82482
1000,20,59,3,1:22.212,82212
1000,20,60,3,1:22.199,82199
1000,20,61,3,1:22.527,82527
1000,20,62,3,1:22.644,82644
1000,20,63,3,1:22.798,82798
1000,20,64,3,1:22.899,82899
1000,20,65,2,1:21.820,81820
1000,20,66,2,1:20.971,80971
1000,20,67,2,1:20.779,80779
1000,20,68,2,1:20.472,80472
1000,20,69,2,1:20.924,80924
1000,20,70,2,1:20.056,80056
1000,8,1,4,1:29.795,89795
1000,8,2,4,1:24.055,84055
1000,8,3,4,1:24.161,84161
1000,8,4,4,1:23.925,83925
1000,8,5,4,1:24.026,84026
1000,8,6,4,1:31.093,91093
1000,8,7,4,1:32.887,92887
1000,8,8,4,1:23.161,83161
1000,8,9,4,1:24.189,84189
1000,8,10,4,1:23.663,83663
1000,8,11,4,1:23.809,83809
1000,8,12,4,1:23.786,83786
1000,8,13,4,1:23.484,83484
1000,8,14,4,1:25.585,85585
1000,8,15,6,1:42.489,102489
1000,8,16,6,1:22.484,82484
1000,8,17,5,1:22.046,82046
1000,8,18,5,1:22.457,82457
1000,8,19,5,1:22.409,82409
1000,8,20,5,1:22.833,82833
1000,8,21,5,1:23.911,83911
1000,8,22,4,1:22.683,82683
1000,8,23,4,1:22.615,82615
1000,8,24,4,1:22.493,82493
1000,8,25,4,1:22.658,82658
1000,8,26,4,1:22.630,82630
1000,8,27,4,1:23.128,83128
1000,8,28,4,1:22.408,82408
1000,8,29,4,1:22.597,82597
1000,8,30,4,1:23.072,83072
1000,8,31,4,1:23.173,83173
1000,8,32,4,1:23.375,83375
1000,8,33,4,1:23.409,83409
1000,8,34,4,1:23.117,83117
1000,8,35,4,1:22.857,82857
1000,8,36,4,1:22.790,82790
1000,8,37,4,1:22.550,82550
1000,8,38,4,1:25.119,85119
1000,8,39,5,1:40.686,100686
1000,8,40,5,1:21.405,81405
1000,8,41,5,1:21.381,81381
1000,8,42,5,1:21.278,81278
1000,8,43,5,1:21.135,81135
1000,8,44,5,1:21.794,81794
1000,8,45,4,1:21.446,81446
1000,8,46,4,1:21.257,81257
1000,8,47,4,1:21.163,81163
1000,8,48,4,1:21.417,81417
1000,8,49,4,1:21.975,81975
1000,8,50,4,1:21.509,81509
1000,8,51,4,1:40.005,100005
1000,8,52,4,1:26.783,86783
1000,8,53,4,1:20.612,80612
1000,8,54,4,1:20.445,80445
1000,8,55,4,1:20.292,80292
1000,8,56,4,1:20.780,80780
1000,8,57,4,1:21.436,81436
1000,8,58,4,1:21.082,81082
1000,8,59,4,1:21.677,81677
1000,8,60,4,1:21.979,81979
1000,8,61,4,1:22.483,82483
1000,8,62,4,1:22.686,82686
1000,8,63,4,1:22.637,82637
1000,8,64,4,1:23.007,83007
1000,8,65,3,1:22.114,82114
1000,8,66,3,1:21.307,81307
1000,8,67,3,1:20.951,80951
1000,8,68,3,1:21.032,81032
1000,8,69,3,1:20.825,80825
1000,8,70,3,1:21.027,81027
1000,830,1,5,1:30.809,90809
1000,830,2,5,1:24.621,84621
1000,830,3,5,1:24.485,84485
1000,830,4,5,1:24.159,84159
1000,830,5,5,1:23.985,83985
1000,842,1,6,1:31.753,91753
1000,842,2,6,1:25.662,85662
1000,842,3,6,1:25.128,85128
1000,842,4,6,1:24.880,84880
1000,842,5,6,1:24.742,84742
1000,842,6,5,1:32.283,92283
1000,842,7,5,1:33.230,93230
1000,842,8,5,1:23.917,83917
1000,842,9,5,1:23.911,83911
1000,842,10,5,1:23.990,83990
1000,842,11,5,1:24.302,84302
1000,842,12,5,1:23.845,83845
1000,842,13,5,1:23.943,83943
1000,842,14,5,1:24.092,84092
1000,842,15,4,1:24.134,84134
1000,842,16,3,1:24.062,84062
1000,842,17,3,1:23.961,83961
1000,842,18,4,1:25.660,85660
1000,842,19,4,1:23.981,83981
1000,842,20,4,1:23.903,83903
1000,842,21,4,1:24.155,84155
1000,842,22,5,1:25.940,85940
1000,842,23,5,1:23.929,83929
1000,842,24,5,1:24.179,84179
1000,842,25,5,1:23.800,83800
1000,842,26,5,1:23.759,83759
1000,842,27,6,1:25.130,85130
1000,842,28,6,1:23.861,83861
1000,842,29,6,1:23.752,83752
1000,842,30,6,1:24.056,84056
1000,842,31,6,1:24.125,84125
1000,842,32,6,1:26.145,86145
1000,842,33,6,1:41.209,101209
1000,842,34,6,1:23.145,83145
1000,842,35,6,1:23.417,83417
1000,842,36,6,1:23.137,83137
1000,842,37,6,1:23.142,83142
1000,842,38,6,1:23.130,83130
1000,842,39,6,1:23.374,83374
1000,842,40,6,1:23.488,83488
1000,842,41,6,1:23.434,83434
1000,842,42,6,1:23.336,83336
1000,842,43,6,1:23.001,83001
1000,842,44,6,1:23.074,83074
1000,842,45,6,1:23.264,83264
1000,842,46,6,1:24.088,84088
1000,842,47,6,1:23.907,83907
1000,842,48,6,1:23.960,83960
1000,842,49,6,1:22.565,82565
1000,842,50,6,1:23.444,83444
1000,842,51,6,1:46.181,106181
1000,842,52,6,1:22.400,82400
1000,842,53,6,1:22.563,82563
1000,842,54,6,1:22.414,82414
1000,842,55,6,1:22.751,82751
1000,842,56,6,1:22.481,82481
1000,842,57,6,1:22.221,82221
1000,842,58,6,1:22.194,82194
1000,842,59,6,1:22.257,82257
1000,842,60,6,1:21.851,81851
1000,842,61,6,1:22.053,82053
1000,842,62,6,1:21.810,81810
1000,842,63,6,1:21.870,81870
1000,842,64,6,1:21.685,81685
1000,842,65,6,1:22.088,82088
1000,842,66,6,1:21.971,81971
1000,842,67,6,1:22.586,82586
1000,842,68,6,1:22.007,82007
1000,842,69,6,1:22.010,82010
1000,842,70,6,1:21.982,81982
1000,825,1,7,1:32.457,92457
1000,825,2,7,1:26.151,86151
1000,825,3,7,1:25.914,85914
1000,825,4,7,1:25.505,85505
1000,825,5,7,1:25.117,85117
1000,825,6,6,1:33.281,93281
1000,825,7,6,1:32.847,92847
1000,825,8,6,1:24.927,84927
1000,825,9,6,1:24.902,84902
1000,825,10,6,1:25.077,85077
1000,825,11,6,1:24.626,84626
1000,825,12,6,1:24.338,84338
1000,825,13,6,1:24.287,84287
1000,825,14,6,1:24.054,84054
1000,825,15,5,1:24.118,84118
1000,825,16,5,1:24.468,84468
1000,825,17,6,1:25.702,85702
1000,825,18,6,1:24.265,84265
1000,825,19,6,1:24.319,84319
1000,825,20,6,1:24.608,84608
1000,825,21,7,1:25.906,85906
1000,825,22,7,1:24.357,84357
1000,825,23,7,1:24.352,84352
1000,825,24,7,1:23.924,83924
1000,825,25,7,1:24.223,84223
1000,825,26,7,1:23.709,83709
1000,825,27,7,1:23.694,83694
1000,825,28,7,1:23.909,83909
1000,825,29,7,1:24.116,84116
1000,825,30,7,1:24.478,84478
1000,825,31,7,1:26.692,86692
1000,825,32,9,1:43.966,103966
1000,825,33,9,1:22.869,82869
1000,825,34,9,1:23.457,83457
1000,825,35,9,1:23.210,83210
1000,825,36,9,1:23.216,83216
1000,825,37,9,1:23.407,83407
1000,825,38,9,1:23.341,83341
1000,825,39,9,1:23.159,83159
1000,825,40,8,1:23.328,83328
1000,825,41,7,1:23.000,83000
1000,825,42,7,1:23.256,83256
1000,825,43,7,1:23.209,83209
1000,825,44,7,1:23.123,83123
1000,825,45,7,1:22.925,82925
1000,825,46,7,1:23.423,83423
1000,825,47,7,1:23.130,83130
1000,825,48,7,1:22.739,82739
1000,825,49,7,1:22.945,82945
1000,825,50,7,1:28.946,88946
1000,825,51,7,1:39.434,99434
1000,825,52,7,1:23.224,83224
1000,825,53,7,1:22.297,82297
1000,825,54,7,1:22.788,82788
1000,825,55,7,1:22.287,82287
1000,825,56,7,1:22.083,82083
1000,825,57,7,1:21.932,81932
1000,825,58,7,1:21.846,81846
1000,825,59,7,1:21.747,81747
1000,825,60,7,1:21.302,81302
1000,825,61,7,1:21.535,81535
1000,825,62,7,1:21.577,81577
1000,825,63,7,1:21.433,81433
1000,825,64,7,1:21.780,81780
1000,825,65,7,1:22.408,82408
1000,825,66,7,1:23.093,83093
1000,825,67,7,1:24.222,84222
1000,825,68,7,1:25.005,85005
1000,825,69,7,1:24.421,84421
1000,832,1,8,1:33.321,93321
1000,832,2,8,1:26.480,86480
1000,832,3,8,1:26.336,86336
1000,832,4,8,1:25.863,85863
1000,832,5,8,1:25.753,85753
1000,832,6,7,1:34.839,94839
1000,832,7,7,1:31.103,91103
1000,832,8,7,1:25.271,85271
1000,832,9,7,1:25.270,85270
1000,832,10,7,1:25.218,85218
1000,832,11,7,1:25.405,85405
1000,832,12,7,1:25.260,85260
1000,832,13,7,1:24.661,84661
1000,832,14,7,1:24.410,84410
1000,832,15,7,1:25.094,85094
1000,832,16,8,1:26.454,86454
1000,832,17,8,1:24.730,84730
1000,832,18,8,1:24.461,84461
1000,832,19,8,1:24.520,84520
1000,832,20,8,1:24.410,84410
1000,832,21,8,1:24.240,84240
1000,832,22,8,1:24.066,84066
1000,832,23,8,1:24.323,84323
1000,832,24,8,1:24.108,84108
1000,832,25,8,1:26.626,86626
1000,832,26,12,1:42.309,102309
1000,832,27,12,1:23.853,83853
1000,832,28,12,1:24.150,84150
1000,832,29,12,1:24.196,84196
1000,832,30,11,1:24.414,84414
1000,832,31,11,1:24.284,84284
1000,832,32,11,1:24.471,84471
1000,832,33,11,1:24.851,84851
1000,832,34,11,1:24.487,84487
1000,832,35,11,1:26.548,86548
1000,832,36,11,1:24.300,84300
1000,832,37,11,1:24.699,84699
1000,832,38,11,1:25.230,85230
1000,832,39,10,1:26.221,86221
1000,832,40,10,1:23.232,83232
1000,832,41,10,1:26.114,86114
1000,832,42,10,1:23.866,83866
1000,832,43,10,1:23.797,83797
1000,832,44,10,1:24.092,84092
1000,832,45,10,1:26.287,86287
1000,832,46,10,1:25.356,85356
1000,832,47,10,1:23.656,83656
1000,832,48,10,1:23.669,83669
1000,832,49,10,1:23.465,83465
1000,832,50,9,1:41.746,101746
1000,832,51,9,1:26.874,86874
1000,832,52,9,1:24.906,84906
1000,832,53,9,1:23.283,83283
1000,832,54,9,1:23.070,83070
1000,832,55,9,1:22.992,82992
1000,832,56,9,1:23.052,83052
1000,832,57,9,1:23.020,83020
1000,832,58,9,1:22.774,82774
1000,832,59,9,1:22.986,82986
1000,832,60,9,1:25.388,85388
1000,832,61,9,1:23.050,83050
1000,832,62,9,1:22.817,82817
1000,832,63,9,1:23.178,83178
1000,832,64,9,1:23.276,83276
1000,832,65,9,1:23.028,83028
1000,832,66,9,1:23.245,83245
1000,832,67,9,1:23.955,83955
1000,832,68,9,1:23.860,83860
1000,832,69,9,1:24.255,84255
1000,843,1,9,1:34.118,94118
1000,843,2,9,1:26.597,86597
1000,843,3,9,1:26.332,86332
1000,843,4,9,1:26.095,86095
1000,843,5,9,1:25.894,85894
1000,843,6,8,1:35.270,95270
1000,843,7,8,1:31.136,91136
1000,843,8,8,1:25.391,85391
1000,843,9,8,1:25.132,85132
1000,843,10,8,1:25.193,85193
1000,843,11,8,1:25.278,85278
1000,843,12,8,1:25.281,85281
1000,843,13,8,1:25.149,85149
1000,843,14,9,1:25.983,85983
1000,843,15,9,1:24.983,84983
1000,843,16,9,1:24.960,84960
1000,843,17,9,1:24.781,84781
1000,843,18,9,1:24.726,84726
1000,843,19,9,1:24.652,84652
1000,843,20,9,1:24.389,84389
1000,843,21,9,1:24.647,84647
1000,843,22,9,1:24.568,84568
1000,843,23,9,1:24.548,84548
1000,843,24,10,1:26.305,86305
1000,843,25,13,1:42.085,102085
1000,843,26,13,1:24.244,84244
1000,843,27,13,1:23.983,83983
1000,843,28,13,1:23.699,83699
1000,843,29,13,1:23.906,83906
1000,843,30,13,1:25.360,85360
1000,843,31,13,1:24.990,84990
1000,843,32,13,1:26.264,86264
1000,843,33,13,1:24.227,84227
1000,843,34,13,1:24.126,84126
1000,843,35,13,1:24.279,84279
1000,843,36,13,1:24.541,84541
1000,843,37,13,1:24.317,84317
1000,843,38,13,1:24.578,84578
1000,843,39,13,1:27.107,87107
